"Step","baseline_roberta - train_inner/gnorm","baseline_roberta - train_inner/gnorm__MIN","baseline_roberta - train_inner/gnorm__MAX"
"17762","0.407","0.407","0.407"
"17763","0.449","0.449","0.449"
"17764","0.422","0.422","0.422"
"17765","0.446","0.446","0.446"
"17766","0.404","0.404","0.404"
"17767","0.413","0.413","0.413"
"17768","0.445","0.445","0.445"
"17769","0.426","0.426","0.426"
"17770","0.417","0.417","0.417"
"17771","0.408","0.408","0.408"
"17772","0.429","0.429","0.429"
"17773","0.403","0.403","0.403"
"17774","0.437","0.437","0.437"
"17775","0.452","0.452","0.452"
"17776","0.436","0.436","0.436"
"17777","0.442","0.442","0.442"
"17778","0.462","0.462","0.462"
"17779","0.384","0.384","0.384"
"17780","0.42","0.42","0.42"
"17781","0.416","0.416","0.416"
"17782","0.411","0.411","0.411"
"17783","0.42","0.42","0.42"
"17784","0.416","0.416","0.416"
"17785","0.427","0.427","0.427"
"17786","0.422","0.422","0.422"
"17787","0.422","0.422","0.422"
"17788","0.414","0.414","0.414"
"17789","0.401","0.401","0.401"
"17790","0.403","0.403","0.403"
"17791","0.435","0.435","0.435"
"17792","0.409","0.409","0.409"
"17793","0.42","0.42","0.42"
"17794","0.417","0.417","0.417"
"17795","0.439","0.439","0.439"
"17796","0.425","0.425","0.425"
"17797","0.418","0.418","0.418"
"17798","0.405","0.405","0.405"
"17799","0.416","0.416","0.416"
"17800","0.431","0.431","0.431"
"17801","0.425","0.425","0.425"
"17802","0.445","0.445","0.445"
"17803","0.421","0.421","0.421"
"17804","0.424","0.424","0.424"
"17805","0.441","0.441","0.441"
"17806","0.47","0.47","0.47"
"17807","0.441","0.441","0.441"
"17808","0.399","0.399","0.399"
"17809","0.477","0.477","0.477"
"17810","0.471","0.471","0.471"
"17811","0.454","0.454","0.454"
"17812","0.449","0.449","0.449"
"17813","0.413","0.413","0.413"
"17814","0.481","0.481","0.481"
"17815","0.433","0.433","0.433"
"17816","0.463","0.463","0.463"
"17817","0.41","0.41","0.41"
"17818","0.436","0.436","0.436"
"17819","0.446","0.446","0.446"
"17820","0.428","0.428","0.428"
"17821","0.449","0.449","0.449"
"17822","0.431","0.431","0.431"
"17823","0.449","0.449","0.449"
"17824","0.433","0.433","0.433"
"17825","0.438","0.438","0.438"
"17826","0.447","0.447","0.447"
"17827","0.47","0.47","0.47"
"17828","0.429","0.429","0.429"
"17829","0.466","0.466","0.466"
"17830","0.439","0.439","0.439"
"17831","0.476","0.476","0.476"
"17832","0.431","0.431","0.431"
"17833","0.445","0.445","0.445"
"17834","0.438","0.438","0.438"
"17835","0.409","0.409","0.409"
"17836","0.415","0.415","0.415"
"17837","0.423","0.423","0.423"
"17838","0.408","0.408","0.408"
"17839","0.407","0.407","0.407"
"17840","0.424","0.424","0.424"
"17841","0.462","0.462","0.462"
"17842","0.415","0.415","0.415"
"17843","0.405","0.405","0.405"
"17844","0.424","0.424","0.424"
"17845","0.405","0.405","0.405"
"17846","0.469","0.469","0.469"
"17847","0.414","0.414","0.414"
"17848","0.445","0.445","0.445"
"17849","0.452","0.452","0.452"
"17850","0.415","0.415","0.415"
"17851","0.441","0.441","0.441"
"17852","0.433","0.433","0.433"
"17853","0.413","0.413","0.413"
"17854","0.428","0.428","0.428"
"17855","0.431","0.431","0.431"
"17856","0.449","0.449","0.449"
"17857","0.402","0.402","0.402"
"17858","0.42","0.42","0.42"
"17859","0.415","0.415","0.415"
"17860","0.424","0.424","0.424"
"17861","0.415","0.415","0.415"
"17862","0.422","0.422","0.422"
"17863","0.439","0.439","0.439"
"17864","0.425","0.425","0.425"
"17865","0.446","0.446","0.446"
"17866","0.398","0.398","0.398"
"17867","0.417","0.417","0.417"
"17868","0.44","0.44","0.44"
"17869","0.4","0.4","0.4"
"17870","0.397","0.397","0.397"
"17871","0.403","0.403","0.403"
"17872","0.412","0.412","0.412"
"17873","0.442","0.442","0.442"
"17874","0.439","0.439","0.439"
"17875","0.424","0.424","0.424"
"17876","0.443","0.443","0.443"
"17877","0.401","0.401","0.401"
"17878","0.456","0.456","0.456"
"17879","0.415","0.415","0.415"
"17880","0.461","0.461","0.461"
"17881","0.427","0.427","0.427"
"17882","0.457","0.457","0.457"
"17883","0.416","0.416","0.416"
"17884","0.444","0.444","0.444"
"17885","0.413","0.413","0.413"
"17886","0.439","0.439","0.439"
"17887","0.403","0.403","0.403"
"17888","0.408","0.408","0.408"
"17889","0.42","0.42","0.42"
"17890","0.401","0.401","0.401"
"17891","0.413","0.413","0.413"
"17892","0.405","0.405","0.405"
"17893","0.42","0.42","0.42"
"17894","0.409","0.409","0.409"
"17895","0.415","0.415","0.415"
"17896","0.425","0.425","0.425"
"17897","0.405","0.405","0.405"
"17898","0.441","0.441","0.441"
"17899","0.395","0.395","0.395"
"17900","0.434","0.434","0.434"
"17901","0.427","0.427","0.427"
"17902","0.442","0.442","0.442"
"17903","0.467","0.467","0.467"
"17904","0.416","0.416","0.416"
"17905","0.433","0.433","0.433"
"17906","0.437","0.437","0.437"
"17907","0.445","0.445","0.445"
"17908","0.446","0.446","0.446"
"17909","0.448","0.448","0.448"
"17910","0.429","0.429","0.429"
"17911","0.421","0.421","0.421"
"17912","0.449","0.449","0.449"
"17913","0.429","0.429","0.429"
"17914","0.399","0.399","0.399"
"17915","0.403","0.403","0.403"
"17916","0.38","0.38","0.38"
"17917","0.406","0.406","0.406"
"17918","0.413","0.413","0.413"
"17919","0.392","0.392","0.392"
"17920","0.411","0.411","0.411"
"17921","0.416","0.416","0.416"
"17922","0.449","0.449","0.449"
"17923","0.499","0.499","0.499"
"17924","0.42","0.42","0.42"
"17925","0.407","0.407","0.407"
"17926","0.415","0.415","0.415"
"17927","0.416","0.416","0.416"
"17928","0.411","0.411","0.411"
"17929","0.44","0.44","0.44"
"17930","0.428","0.428","0.428"
"17931","0.432","0.432","0.432"
"17932","0.446","0.446","0.446"
"17933","0.437","0.437","0.437"
"17934","0.419","0.419","0.419"
"17935","0.438","0.438","0.438"
"17936","0.435","0.435","0.435"
"17937","0.439","0.439","0.439"
"17938","0.454","0.454","0.454"
"17939","0.44","0.44","0.44"
"17940","0.42","0.42","0.42"
"17941","0.5","0.5","0.5"
"17942","0.402","0.402","0.402"
"17943","0.44","0.44","0.44"
"17944","0.436","0.436","0.436"
"17945","0.434","0.434","0.434"
"17946","0.478","0.478","0.478"
"17947","0.42","0.42","0.42"
"17948","0.457","0.457","0.457"
"17949","0.435","0.435","0.435"
"17950","0.456","0.456","0.456"
"17951","0.414","0.414","0.414"
"17952","0.425","0.425","0.425"
"17953","0.431","0.431","0.431"
"17954","0.444","0.444","0.444"
"17955","0.429","0.429","0.429"
"17956","0.425","0.425","0.425"
"17957","0.418","0.418","0.418"
"17958","0.429","0.429","0.429"
"17959","0.434","0.434","0.434"
"17960","0.41","0.41","0.41"
"17961","0.407","0.407","0.407"
"17962","0.423","0.423","0.423"
"17963","0.416","0.416","0.416"
"17964","0.409","0.409","0.409"
"17965","0.431","0.431","0.431"
"17966","0.422","0.422","0.422"
"17967","0.425","0.425","0.425"
"17968","0.442","0.442","0.442"
"17969","0.416","0.416","0.416"
"17970","0.457","0.457","0.457"
"17971","0.404","0.404","0.404"
"17972","0.452","0.452","0.452"
"17973","0.425","0.425","0.425"
"17974","0.438","0.438","0.438"
"17975","0.432","0.432","0.432"
"17976","0.439","0.439","0.439"
"17977","0.456","0.456","0.456"
"17978","0.462","0.462","0.462"
"17979","0.438","0.438","0.438"
"17980","0.453","0.453","0.453"
"17981","0.422","0.422","0.422"
"17982","0.457","0.457","0.457"
"17983","0.423","0.423","0.423"
"17984","0.429","0.429","0.429"
"17985","0.417","0.417","0.417"
"17986","0.436","0.436","0.436"
"17987","0.43","0.43","0.43"
"17988","0.4","0.4","0.4"
"17989","0.417","0.417","0.417"
"17990","0.422","0.422","0.422"
"17991","0.418","0.418","0.418"
"17992","0.401","0.401","0.401"
"17993","0.43","0.43","0.43"
"17994","0.431","0.431","0.431"
"17995","0.449","0.449","0.449"
"17996","0.404","0.404","0.404"
"17997","0.442","0.442","0.442"
"17998","0.39","0.39","0.39"
"17999","0.468","0.468","0.468"
"18000","0.432","0.432","0.432"
"18001","0.422","0.422","0.422"
"18002","0.414","0.414","0.414"
"18003","0.412","0.412","0.412"
"18004","0.394","0.394","0.394"
"18005","0.419","0.419","0.419"
"18006","0.395","0.395","0.395"
"18007","0.431","0.431","0.431"
"18008","0.385","0.385","0.385"
"18009","0.427","0.427","0.427"
"18010","0.4","0.4","0.4"
"18011","0.405","0.405","0.405"
"18012","0.401","0.401","0.401"
"18013","0.43","0.43","0.43"
"18014","0.414","0.414","0.414"
"18015","0.425","0.425","0.425"
"18016","0.439","0.439","0.439"
"18017","0.438","0.438","0.438"
"18018","0.422","0.422","0.422"
"18019","0.387","0.387","0.387"
"18020","0.446","0.446","0.446"
"18021","0.43","0.43","0.43"
"18022","0.412","0.412","0.412"
"18023","0.4","0.4","0.4"
"18024","0.422","0.422","0.422"
"18025","0.409","0.409","0.409"
"18026","0.41","0.41","0.41"
"18027","0.412","0.412","0.412"
"18028","0.404","0.404","0.404"
"18029","0.414","0.414","0.414"
"18030","0.414","0.414","0.414"
"18031","0.392","0.392","0.392"
"18032","0.389","0.389","0.389"
"18033","0.456","0.456","0.456"
"18034","0.405","0.405","0.405"
"18035","0.427","0.427","0.427"
"18036","0.421","0.421","0.421"
"18037","0.427","0.427","0.427"
"18038","0.428","0.428","0.428"
"18039","0.419","0.419","0.419"
"18040","0.448","0.448","0.448"
"18041","0.423","0.423","0.423"
"18042","0.432","0.432","0.432"
"18043","0.409","0.409","0.409"
"18044","0.419","0.419","0.419"
"18045","0.426","0.426","0.426"
"18046","0.402","0.402","0.402"
"18047","0.395","0.395","0.395"
"18048","0.42","0.42","0.42"
"18049","0.439","0.439","0.439"
"18050","0.417","0.417","0.417"
"18051","0.42","0.42","0.42"
"18052","0.406","0.406","0.406"
"18053","0.421","0.421","0.421"
"18054","0.423","0.423","0.423"
"18055","0.455","0.455","0.455"
"18056","0.394","0.394","0.394"
"18057","0.422","0.422","0.422"
"18058","0.408","0.408","0.408"
"18059","0.41","0.41","0.41"
"18060","0.418","0.418","0.418"
"18061","0.429","0.429","0.429"
"18062","0.428","0.428","0.428"
"18063","0.41","0.41","0.41"
"18064","0.421","0.421","0.421"
"18065","0.415","0.415","0.415"
"18066","0.412","0.412","0.412"
"18067","0.429","0.429","0.429"
"18068","0.392","0.392","0.392"
"18069","0.457","0.457","0.457"
"18070","0.422","0.422","0.422"
"18071","0.443","0.443","0.443"
"18072","0.414","0.414","0.414"
"18073","0.409","0.409","0.409"
"18074","0.458","0.458","0.458"
"18075","0.412","0.412","0.412"
"18076","0.436","0.436","0.436"
"18077","0.427","0.427","0.427"
"18078","0.45","0.45","0.45"
"18079","0.417","0.417","0.417"
"18080","0.471","0.471","0.471"
"18081","0.393","0.393","0.393"
"18082","0.435","0.435","0.435"
"18083","0.427","0.427","0.427"
"18084","0.456","0.456","0.456"
"18085","0.418","0.418","0.418"
"18086","0.41","0.41","0.41"
"18087","0.44","0.44","0.44"
"18088","0.39","0.39","0.39"
"18089","0.449","0.449","0.449"
"18090","0.412","0.412","0.412"
"18091","0.397","0.397","0.397"
"18092","0.431","0.431","0.431"
"18093","0.425","0.425","0.425"
"18094","0.42","0.42","0.42"
"18095","0.417","0.417","0.417"
"18096","0.42","0.42","0.42"
"18097","0.398","0.398","0.398"
"18098","0.461","0.461","0.461"
"18099","0.413","0.413","0.413"
"18100","0.473","0.473","0.473"
"18101","0.438","0.438","0.438"
"18102","0.441","0.441","0.441"
"18103","0.413","0.413","0.413"
"18104","0.411","0.411","0.411"
"18105","0.411","0.411","0.411"
"18106","0.452","0.452","0.452"
"18107","0.42","0.42","0.42"
"18108","0.44","0.44","0.44"
"18109","0.403","0.403","0.403"
"18110","0.421","0.421","0.421"
"18111","0.432","0.432","0.432"
"18112","0.424","0.424","0.424"
"18113","0.423","0.423","0.423"
"18114","0.43","0.43","0.43"
"18115","0.413","0.413","0.413"
"18116","0.441","0.441","0.441"
"18117","0.428","0.428","0.428"
"18118","0.424","0.424","0.424"
"18119","0.431","0.431","0.431"
"18120","0.432","0.432","0.432"
"18121","0.443","0.443","0.443"
"18122","0.437","0.437","0.437"
"18123","0.423","0.423","0.423"
"18124","0.433","0.433","0.433"
"18125","0.401","0.401","0.401"
"18126","0.422","0.422","0.422"
"18127","0.39","0.39","0.39"
"18128","0.404","0.404","0.404"
"18129","0.385","0.385","0.385"
"18130","0.435","0.435","0.435"
"18131","0.398","0.398","0.398"
"18132","0.425","0.425","0.425"
"18133","0.445","0.445","0.445"
"18134","0.403","0.403","0.403"
"18135","0.441","0.441","0.441"
"18136","0.421","0.421","0.421"
"18137","0.43","0.43","0.43"
"18138","0.423","0.423","0.423"
"18139","0.439","0.439","0.439"
"18140","0.414","0.414","0.414"
"18141","0.425","0.425","0.425"
"18143","0.426","0.426","0.426"
"18144","0.419","0.419","0.419"
"18145","0.415","0.415","0.415"
"18146","0.433","0.433","0.433"
"18147","0.445","0.445","0.445"
"18148","0.413","0.413","0.413"
"18149","0.431","0.431","0.431"
"18150","0.419","0.419","0.419"
"18151","0.434","0.434","0.434"
"18152","0.412","0.412","0.412"
"18153","0.438","0.438","0.438"
"18154","0.436","0.436","0.436"
"18155","0.394","0.394","0.394"
"18156","0.46","0.46","0.46"
"18157","0.416","0.416","0.416"
"18158","0.439","0.439","0.439"
"18159","0.455","0.455","0.455"
"18160","0.452","0.452","0.452"
"18161","0.45","0.45","0.45"
"18162","0.439","0.439","0.439"
"18163","0.449","0.449","0.449"
"18164","0.412","0.412","0.412"
"18165","0.407","0.407","0.407"
"18166","0.429","0.429","0.429"
"18167","0.399","0.399","0.399"
"18168","0.437","0.437","0.437"
"18169","0.417","0.417","0.417"
"18170","0.414","0.414","0.414"
"18171","0.41","0.41","0.41"
"18172","0.435","0.435","0.435"
"18173","0.43","0.43","0.43"
"18174","0.426","0.426","0.426"
"18175","0.452","0.452","0.452"
"18176","0.448","0.448","0.448"
"18177","0.432","0.432","0.432"
"18178","0.435","0.435","0.435"
"18179","0.429","0.429","0.429"
"18180","0.421","0.421","0.421"
"18181","0.423","0.423","0.423"
"18182","0.426","0.426","0.426"
"18183","0.438","0.438","0.438"
"18184","0.428","0.428","0.428"
"18185","0.455","0.455","0.455"
"18186","0.418","0.418","0.418"
"18187","0.446","0.446","0.446"
"18188","0.408","0.408","0.408"
"18189","0.439","0.439","0.439"
"18190","0.402","0.402","0.402"
"18191","0.422","0.422","0.422"
"18192","0.436","0.436","0.436"
"18193","0.474","0.474","0.474"
"18194","0.399","0.399","0.399"
"18195","0.431","0.431","0.431"
"18196","0.416","0.416","0.416"
"18197","0.459","0.459","0.459"
"18198","0.46","0.46","0.46"
"18199","0.411","0.411","0.411"
"18200","0.499","0.499","0.499"
"18201","0.406","0.406","0.406"
"18202","0.464","0.464","0.464"
"18203","0.406","0.406","0.406"
"18204","0.429","0.429","0.429"
"18205","0.438","0.438","0.438"
"18206","0.407","0.407","0.407"
"18207","0.418","0.418","0.418"
"18208","0.424","0.424","0.424"
"18209","0.454","0.454","0.454"
"18210","0.441","0.441","0.441"
"18211","0.43","0.43","0.43"
"18212","0.425","0.425","0.425"
"18213","0.443","0.443","0.443"
"18214","0.457","0.457","0.457"
"18215","0.462","0.462","0.462"
"18216","0.442","0.442","0.442"
"18217","0.412","0.412","0.412"
"18218","0.464","0.464","0.464"
"18219","0.447","0.447","0.447"
"18220","0.419","0.419","0.419"
"18221","0.428","0.428","0.428"
"18222","0.471","0.471","0.471"
"18223","0.412","0.412","0.412"
"18224","0.461","0.461","0.461"
"18225","0.421","0.421","0.421"
"18226","0.465","0.465","0.465"
"18227","0.422","0.422","0.422"
"18228","0.482","0.482","0.482"
"18229","0.427","0.427","0.427"
"18230","0.448","0.448","0.448"
"18231","0.44","0.44","0.44"
"18232","0.442","0.442","0.442"
"18233","0.445","0.445","0.445"
"18234","0.435","0.435","0.435"
"18235","0.421","0.421","0.421"
"18236","0.429","0.429","0.429"
"18237","0.432","0.432","0.432"
"18238","0.41","0.41","0.41"
"18239","0.406","0.406","0.406"
"18240","0.422","0.422","0.422"
"18241","0.39","0.39","0.39"
"18242","0.415","0.415","0.415"
"18243","0.423","0.423","0.423"
"18244","0.458","0.458","0.458"
"18245","0.409","0.409","0.409"
"18246","0.415","0.415","0.415"
"18247","0.407","0.407","0.407"
"18248","0.421","0.421","0.421"
"18249","0.409","0.409","0.409"
"18250","0.435","0.435","0.435"
"18251","0.401","0.401","0.401"
"18252","0.407","0.407","0.407"
"18253","0.425","0.425","0.425"
"18254","0.42","0.42","0.42"
"18255","0.405","0.405","0.405"
"18256","0.413","0.413","0.413"
"18257","0.428","0.428","0.428"
"18258","0.41","0.41","0.41"
"18259","0.436","0.436","0.436"
"18260","0.412","0.412","0.412"
"18261","0.393","0.393","0.393"
"18262","0.418","0.418","0.418"
"18263","0.429","0.429","0.429"
"18264","0.411","0.411","0.411"
"18265","0.42","0.42","0.42"
"18266","0.439","0.439","0.439"
"18267","0.389","0.389","0.389"
"18268","0.437","0.437","0.437"
"18269","0.435","0.435","0.435"
"18270","0.446","0.446","0.446"
"18271","0.438","0.438","0.438"
"18272","0.423","0.423","0.423"
"18273","0.443","0.443","0.443"
"18274","0.403","0.403","0.403"
"18275","0.439","0.439","0.439"
"18276","0.413","0.413","0.413"
"18277","0.459","0.459","0.459"
"18278","0.439","0.439","0.439"
"18279","0.409","0.409","0.409"
"18280","0.411","0.411","0.411"
"18281","0.407","0.407","0.407"
"18282","0.434","0.434","0.434"
"18283","0.416","0.416","0.416"
"18284","0.409","0.409","0.409"
"18285","0.419","0.419","0.419"
"18286","0.418","0.418","0.418"
"18287","0.457","0.457","0.457"
"18288","0.436","0.436","0.436"
"18289","0.459","0.459","0.459"
"18290","0.438","0.438","0.438"
"18291","0.46","0.46","0.46"
"18292","0.408","0.408","0.408"
"18293","0.434","0.434","0.434"
"18294","0.423","0.423","0.423"
"18295","0.452","0.452","0.452"
"18296","0.416","0.416","0.416"
"18297","0.454","0.454","0.454"
"18298","0.438","0.438","0.438"
"18299","0.433","0.433","0.433"
"18300","0.456","0.456","0.456"
"18301","0.438","0.438","0.438"
"18302","0.435","0.435","0.435"
"18303","0.446","0.446","0.446"
"18304","0.466","0.466","0.466"
"18305","0.443","0.443","0.443"
"18306","0.457","0.457","0.457"
"18307","0.441","0.441","0.441"
"18308","0.424","0.424","0.424"
"18309","0.447","0.447","0.447"
"18310","0.451","0.451","0.451"
"18311","0.404","0.404","0.404"
"18312","0.435","0.435","0.435"
"18313","0.438","0.438","0.438"
"18314","0.398","0.398","0.398"
"18315","0.463","0.463","0.463"
"18316","0.429","0.429","0.429"
"18317","0.444","0.444","0.444"
"18318","0.395","0.395","0.395"
"18319","0.418","0.418","0.418"
"18320","0.399","0.399","0.399"
"18321","0.401","0.401","0.401"
"18322","0.395","0.395","0.395"
"18323","0.411","0.411","0.411"
"18324","0.431","0.431","0.431"
"18325","0.43","0.43","0.43"
"18326","0.456","0.456","0.456"
"18327","0.425","0.425","0.425"
"18328","0.44","0.44","0.44"
"18329","0.433","0.433","0.433"
"18330","0.448","0.448","0.448"
"18331","0.449","0.449","0.449"
"18332","0.447","0.447","0.447"
"18333","0.425","0.425","0.425"
"18334","0.432","0.432","0.432"
"18335","0.396","0.396","0.396"
"18336","0.45","0.45","0.45"
"18337","0.426","0.426","0.426"
"18338","0.418","0.418","0.418"
"18339","0.411","0.411","0.411"
"18340","0.428","0.428","0.428"
"18341","0.416","0.416","0.416"
"18342","0.411","0.411","0.411"
"18343","0.396","0.396","0.396"
"18344","0.424","0.424","0.424"
"18345","0.415","0.415","0.415"
"18346","0.398","0.398","0.398"
"18347","0.429","0.429","0.429"
"18348","0.403","0.403","0.403"
"18349","0.384","0.384","0.384"
"18350","0.431","0.431","0.431"
"18351","0.404","0.404","0.404"
"18352","0.415","0.415","0.415"
"18353","0.417","0.417","0.417"
"18354","0.432","0.432","0.432"
"18355","0.445","0.445","0.445"
"18356","0.417","0.417","0.417"
"18357","0.406","0.406","0.406"
"18358","0.423","0.423","0.423"
"18359","0.433","0.433","0.433"
"18360","0.389","0.389","0.389"
"18361","0.404","0.404","0.404"
"18362","0.404","0.404","0.404"
"18363","0.391","0.391","0.391"
"18364","0.427","0.427","0.427"
"18365","0.415","0.415","0.415"
"18366","0.398","0.398","0.398"
"18367","0.461","0.461","0.461"
"18368","0.407","0.407","0.407"
"18369","0.443","0.443","0.443"
"18370","0.405","0.405","0.405"
"18371","0.437","0.437","0.437"
"18372","0.442","0.442","0.442"
"18373","0.43","0.43","0.43"
"18374","0.412","0.412","0.412"
"18375","0.415","0.415","0.415"
"18376","0.412","0.412","0.412"
"18377","0.41","0.41","0.41"
"18378","0.392","0.392","0.392"
"18379","0.458","0.458","0.458"
"18380","0.424","0.424","0.424"
"18381","0.398","0.398","0.398"
"18383","0.404","0.404","0.404"
"18384","0.411","0.411","0.411"
"18385","0.424","0.424","0.424"
"18386","0.392","0.392","0.392"
"18387","0.402","0.402","0.402"
"18388","0.4","0.4","0.4"
"18389","0.43","0.43","0.43"
"18390","0.394","0.394","0.394"
"18391","0.413","0.413","0.413"
"18392","0.443","0.443","0.443"
"18393","0.397","0.397","0.397"
"18394","0.426","0.426","0.426"
"18395","0.383","0.383","0.383"
"18396","0.41","0.41","0.41"
"18397","0.413","0.413","0.413"
"18398","0.436","0.436","0.436"
"18399","0.425","0.425","0.425"
"18400","0.46","0.46","0.46"
"18401","0.426","0.426","0.426"
"18402","0.41","0.41","0.41"
"18403","0.451","0.451","0.451"
"18404","0.409","0.409","0.409"
"18405","0.447","0.447","0.447"
"18406","0.414","0.414","0.414"
"18407","0.398","0.398","0.398"
"18408","0.459","0.459","0.459"
"18409","0.525","0.525","0.525"
"18410","0.423","0.423","0.423"
"18411","0.45","0.45","0.45"
"18412","0.463","0.463","0.463"
"18413","0.494","0.494","0.494"
"18414","0.444","0.444","0.444"
"18415","0.471","0.471","0.471"
"18416","0.458","0.458","0.458"
"18417","0.449","0.449","0.449"
"18418","0.461","0.461","0.461"
"18419","0.431","0.431","0.431"
"18420","0.47","0.47","0.47"
"18421","0.415","0.415","0.415"
"18422","0.446","0.446","0.446"
"18423","0.414","0.414","0.414"
"18424","0.471","0.471","0.471"
"18425","0.401","0.401","0.401"
"18426","0.42","0.42","0.42"
"18427","0.421","0.421","0.421"
"18428","0.423","0.423","0.423"
"18429","0.421","0.421","0.421"
"18430","0.504","0.504","0.504"
"18431","0.416","0.416","0.416"
"18432","0.442","0.442","0.442"
"18433","0.418","0.418","0.418"
"18434","0.422","0.422","0.422"
"18435","0.43","0.43","0.43"
"18436","0.448","0.448","0.448"
"18437","0.445","0.445","0.445"
"18438","0.427","0.427","0.427"
"18439","0.438","0.438","0.438"
"18440","0.445","0.445","0.445"
"18441","0.424","0.424","0.424"
"18442","0.451","0.451","0.451"
"18443","0.416","0.416","0.416"
"18444","0.39","0.39","0.39"
"18445","0.412","0.412","0.412"
"18446","0.43","0.43","0.43"
"18447","0.426","0.426","0.426"
"18448","0.419","0.419","0.419"
"18449","0.413","0.413","0.413"
"18450","0.422","0.422","0.422"
"18451","0.413","0.413","0.413"
"18452","0.44","0.44","0.44"
"18453","0.394","0.394","0.394"
"18454","0.406","0.406","0.406"
"18455","0.44","0.44","0.44"
"18456","0.425","0.425","0.425"
"18457","0.412","0.412","0.412"
"18458","0.424","0.424","0.424"
"18459","0.423","0.423","0.423"
"18460","0.419","0.419","0.419"
"18461","0.418","0.418","0.418"
"18462","0.422","0.422","0.422"
"18463","0.411","0.411","0.411"
"18464","0.398","0.398","0.398"
"18465","0.439","0.439","0.439"
"18466","0.397","0.397","0.397"
"18467","0.393","0.393","0.393"
"18468","0.406","0.406","0.406"
"18469","0.458","0.458","0.458"
"18470","0.448","0.448","0.448"
"18471","0.399","0.399","0.399"
"18472","0.45","0.45","0.45"
"18473","0.398","0.398","0.398"
"18474","0.447","0.447","0.447"
"18475","0.399","0.399","0.399"
"18476","0.449","0.449","0.449"
"18477","0.421","0.421","0.421"
"18478","0.455","0.455","0.455"
"18479","0.458","0.458","0.458"
"18480","0.451","0.451","0.451"
"18481","0.423","0.423","0.423"
"18482","0.461","0.461","0.461"
"18483","0.459","0.459","0.459"
"18484","0.438","0.438","0.438"
"18485","0.448","0.448","0.448"
"18486","0.43","0.43","0.43"
"18487","0.437","0.437","0.437"
"18488","0.435","0.435","0.435"
"18489","0.45","0.45","0.45"
"18490","0.426","0.426","0.426"
"18491","0.479","0.479","0.479"
"18492","0.465","0.465","0.465"
"18494","0.48","0.48","0.48"
"18495","0.429","0.429","0.429"
"18496","0.475","0.475","0.475"
"18497","0.437","0.437","0.437"
"18498","0.446","0.446","0.446"
"18499","0.447","0.447","0.447"
"18500","0.52","0.52","0.52"
"18501","0.416","0.416","0.416"
"18502","0.45","0.45","0.45"
"18503","0.43","0.43","0.43"
"18504","0.425","0.425","0.425"
"18505","0.495","0.495","0.495"
"18506","0.449","0.449","0.449"
"18507","0.435","0.435","0.435"
"18508","0.439","0.439","0.439"
"18509","0.426","0.426","0.426"
"18510","0.468","0.468","0.468"
"18511","0.401","0.401","0.401"
"18512","0.48","0.48","0.48"
"18513","0.408","0.408","0.408"
"18514","0.48","0.48","0.48"
"18515","0.403","0.403","0.403"
"18516","0.438","0.438","0.438"
"18517","0.455","0.455","0.455"
"18518","0.418","0.418","0.418"
"18519","0.451","0.451","0.451"
"18520","0.424","0.424","0.424"
"18521","0.446","0.446","0.446"
"18522","0.385","0.385","0.385"
"18523","0.467","0.467","0.467"
"18524","0.424","0.424","0.424"
"18525","0.391","0.391","0.391"
"18526","0.405","0.405","0.405"
"18527","0.402","0.402","0.402"
"18528","0.416","0.416","0.416"
"18529","0.409","0.409","0.409"
"18530","0.413","0.413","0.413"
"18531","0.409","0.409","0.409"
"18532","0.451","0.451","0.451"
"18533","0.42","0.42","0.42"
"18534","0.419","0.419","0.419"
"18535","0.412","0.412","0.412"
"18536","0.426","0.426","0.426"
"18537","0.433","0.433","0.433"
"18538","0.41","0.41","0.41"
"18539","0.449","0.449","0.449"
"18540","0.428","0.428","0.428"
"18541","0.431","0.431","0.431"
"18542","0.449","0.449","0.449"
"18543","0.404","0.404","0.404"
"18544","0.427","0.427","0.427"
"18545","0.463","0.463","0.463"
"18546","0.425","0.425","0.425"
"18547","0.466","0.466","0.466"
"18548","0.407","0.407","0.407"
"18549","0.472","0.472","0.472"
"18550","0.435","0.435","0.435"
"18551","0.455","0.455","0.455"
"18552","0.422","0.422","0.422"
"18553","0.431","0.431","0.431"
"18554","0.429","0.429","0.429"
"18555","0.444","0.444","0.444"
"18556","0.432","0.432","0.432"
"18557","0.442","0.442","0.442"
"18558","0.41","0.41","0.41"
"18559","0.413","0.413","0.413"
"18560","0.43","0.43","0.43"
"18561","0.447","0.447","0.447"
"18562","0.432","0.432","0.432"
"18563","0.457","0.457","0.457"
"18564","0.419","0.419","0.419"
"18565","0.44","0.44","0.44"
"18566","0.417","0.417","0.417"
"18567","0.439","0.439","0.439"
"18568","0.438","0.438","0.438"
"18569","0.409","0.409","0.409"
"18570","0.443","0.443","0.443"
"18571","0.425","0.425","0.425"
"18572","0.435","0.435","0.435"
"18573","0.419","0.419","0.419"
"18574","0.417","0.417","0.417"
"18575","0.408","0.408","0.408"
"18576","0.478","0.478","0.478"
"18577","0.418","0.418","0.418"
"18578","0.441","0.441","0.441"
"18579","0.432","0.432","0.432"
"18580","0.428","0.428","0.428"
"18581","0.476","0.476","0.476"
"18582","0.424","0.424","0.424"
"18583","0.463","0.463","0.463"
